"G_CP [um]","L_CP [um]","Freq [GHz]","mag(S(2,1)) []","ang_rad(S(2,1)) []"
27,120,7.133,0.999946477033522,-0.318595800955516
27,120,7.13300020834201,0.99994647825112,-0.318595985974256
27,120,7.13300041668403,0.999946479468893,-0.31859617102264
27,120,7.13300062502604,0.99994648068684,-0.318596356100658
27,120,7.13300083336806,0.999946481904962,-0.318596541208335
27,120,7.13300104171007,0.99994648312326,-0.318596726345661
27,120,7.13300125005209,0.999946484341732,-0.31859691151266
27,120,7.1330014583941,0.999946485560379,-0.318597096709324
27,120,7.13300166673611,0.999946486779201,-0.318597281935667
27,120,7.13300187507813,0.999946487998198,-0.318597467191707
27,120,7.13300208342014,0.99994648921737,-0.318597652477434
27,120,7.13300229176216,0.999946490436718,-0.318597837792872
27,120,7.13300250010417,0.99994649165624,-0.318598023138013
27,120,7.13300270844618,0.999946492875938,-0.31859820851287
27,120,7.1330029167882,0.99994649409581,-0.318598393917462
27,120,7.13300312513021,0.999946495315859,-0.318598579351777
27,120,7.13300333347223,0.999946496536082,-0.318598764815842
27,120,7.13300354181424,0.999946497756482,-0.318598950309646
27,120,7.13300375015626,0.999946498977056,-0.318599135833214
27,120,7.13300395849827,0.999946500197806,-0.318599321386536
27,120,7.13300416684029,0.999946501418731,-0.318599506969638
27,120,7.1330043751823,0.999946502639831,-0.318599692582508
27,120,7.13300458352431,0.999946503861108,-0.318599878225165
27,120,7.13300479186633,0.999946505082559,-0.318600063897623
27,120,7.13300500020834,0.999946506304187,-0.318600249599873
27,120,7.13300520855036,0.99994650752599,-0.31860043533194
27,120,7.13300541689237,0.999946508747968,-0.318600621093815
27,120,7.13300562523438,0.999946509970123,-0.318600806885512
27,120,7.1330058335764,0.999946511192453,-0.318600992707049
27,120,7.13300604191841,0.999946512414959,-0.318601178558416
27,120,7.13300625026043,0.999946513637641,-0.318601364439638
27,120,7.13300645860244,0.999946514860498,-0.318601550350704
27,120,7.13300666694446,0.999946516083532,-0.31860173629164
27,120,7.13300687528647,0.999946517306742,-0.318601922262436
27,120,7.13300708362848,0.999946518530127,-0.318602108263108
27,120,7.1330072919705,0.999946519753688,-0.318602294293674
27,120,7.13300750031251,0.999946520977426,-0.318602480354121
27,120,7.13300770865453,0.99994652220134,-0.318602666444477
27,120,7.13300791699654,0.999946523425429,-0.318602852564731
27,120,7.13300812533856,0.999946524649695,-0.318603038714907
27,120,7.13300833368057,0.999946525874137,-0.318603224894996
27,120,7.13300854202258,0.999946527098755,-0.318603411105015
27,120,7.1330087503646,0.99994652832355,-0.31860359734498
27,120,7.13300895870661,0.999946529548521,-0.318603783614881
27,120,7.13300916704863,0.999946530773668,-0.318603969914743
27,120,7.13300937539064,0.999946531998991,-0.318604156244554
27,120,7.13300958373266,0.999946533224491,-0.318604342604343
27,120,7.13300979207467,0.999946534450168,-0.318604528994097
27,120,7.13301000041668,0.99994653567602,-0.318604715413834
27,120,7.1330102087587,0.99994653690205,-0.31860490186357
27,120,7.13301041710071,0.999946538128256,-0.318605088343296
27,120,7.13301062544273,0.999946539354638,-0.318605274853036
