"Freq [GHz]","mag(S(2,1)) []","ang_rad(S(2,1)) []"
7.645,0.999849629674481,-0.37163372176078
7.65,0.999849523007231,-0.371876921450315
7.655,0.999849416241722,-0.372120118353357
7.66,0.999849309379064,-0.372363312545259
7.665,0.999849202420328,-0.37260650409865
7.67,0.999849095366546,-0.372849693083555
7.675,0.999848988218715,-0.373092879567511
7.68,0.999848880977797,-0.373336063615677
7.685,0.99984877364472,-0.373579245290939
7.69,0.999848666220382,-0.373822424654005
7.695,0.99984855870565,-0.374065601763501
7.7,0.999848451101363,-0.374308776676059
7.705,0.99984834340833,-0.3745519494464
7.71,0.999848235627337,-0.374795120127417
7.715,0.999848127759142,-0.375038288770246
7.72,0.999848019804478,-0.375281455424341
7.725,0.999847911764057,-0.375524620137545
7.73,0.999847803638567,-0.375767782956148
7.735,0.999847695428675,-0.376010943924958
7.74,0.999847587135027,-0.376254103087353
7.745,0.99984747875825,-0.376497260485341
7.75,0.999847370298951,-0.376740416159614
7.755,0.999847261757718,-0.376983570149598
7.76,0.999847153135123,-0.377226722493499
7.765,0.99984704443172,-0.377469873228356
7.77,0.999846935648048,-0.377713022390081
7.775,0.999846826784628,-0.377956170013502
7.78,0.999846717841968,-0.378199316132403
7.785,0.99984660882056,-0.378442460779567
7.79,0.999846499720883,-0.378685603986806
7.795,0.999846390543403,-0.378928745785002
7.8,0.99984628128857,-0.379171886204139
7.805,0.999846171956826,-0.379415025273336
7.81,0.999846062548597,-0.379658163020876
7.815,0.999845953064299,-0.379901299474238
7.82,0.999845843504337,-0.380144434660123
7.825,0.999845733869105,-0.380387568604486
7.83,0.999845624158987,-0.380630701332555
7.835,0.999845514374354,-0.380873832868862
7.84,0.999845404515571,-0.381116963237265
7.845,0.999845294582992,-0.38136009246097
7.85,0.999845184576962,-0.381603220562553
7.855,0.999845074497817,-0.381846347563984
7.86,0.999844964345884,-0.382089473486644
7.865,0.999844854121483,-0.382332598351347
7.87,0.999844743824925,-0.382575722178354
7.875,0.999844633456514,-0.3828188449874
7.88,0.999844523016547,-0.383061966797702
7.885,0.999844412505312,-0.383305087627981
7.89,0.999844301923091,-0.383548207496475
7.895,0.999844191270161,-0.383791326420958
7.9,0.999844080546789,-0.384034444418752
7.905,0.999843969753239,-0.38427756150674
7.91,0.999843858889766,-0.384520677701384
7.915,0.999843747956622,-0.384763793018735
7.92,0.999843636954051,-0.385006907474445
7.925,0.999843525882292,-0.385250021083783
7.93,0.999843414741578,-0.385493133861643
7.935,0.999843303532139,-0.385736245822556
7.94,0.999843192254198,-0.385979356980704
7.945,0.999843080907974,-0.386222467349927
7.95,0.999842969493678,-0.386465576943733
7.955,0.999842858011522,-0.386708685775312
7.96,0.99984274646171,-0.386951793857542
7.965,0.999842634844441,-0.387194901202996
7.97,0.999842523159912,-0.387438007823958
7.975,0.999842411408314,-0.387681113732423
7.98,0.999842299589836,-0.387924218940112
7.985,0.999842187704661,-0.388167323458476
7.99,0.999842075752969,-0.388410427298706
7.995,0.999841963734937,-0.388653530471739
8,0.999841851650737,-0.388896632988263
