"G_CP [um]","L_CP [um]","Freq [GHz]","mag(S(2,1)) []","ang_rad(S(2,1)) []"
32,220,7.06,0.999878176003073,-0.350988534909365
32,220,7.0600025,0.999878175989529,-0.350988675192824
32,220,7.060005,0.999878175975995,-0.350988815478395
32,220,7.0600075,0.99987817596247,-0.350988955766077
32,220,7.06001,0.999878175948953,-0.350989096055871
32,220,7.0600125,0.999878175935445,-0.350989236347778
32,220,7.060015,0.999878175921946,-0.350989376641797
32,220,7.0600175,0.999878175908456,-0.35098951693793
32,220,7.06002,0.999878175894975,-0.350989657236176
32,220,7.0600225,0.999878175881503,-0.350989797536536
32,220,7.060025,0.99987817586804,-0.350989937839011
32,220,7.0600275,0.999878175854585,-0.3509900781436
32,220,7.06003,0.99987817584114,-0.350990218450305
32,220,7.0600325,0.999878175827703,-0.350990358759125
32,220,7.060035,0.999878175814276,-0.350990499070062
32,220,7.0600375,0.999878175800857,-0.350990639383115
32,220,7.06004,0.999878175787447,-0.350990779698285
32,220,7.0600425,0.999878175774046,-0.350990920015573
32,220,7.060045,0.999878175760654,-0.350991060334978
32,220,7.0600475,0.999878175747271,-0.350991200656501
32,220,7.06005,0.999878175733896,-0.350991340980144
32,220,7.0600525,0.999878175720531,-0.350991481305905
32,220,7.060055,0.999878175707175,-0.350991621633785
32,220,7.0600575,0.999878175693827,-0.350991761963786
32,220,7.06006,0.999878175680489,-0.350991902295906
32,220,7.0600625,0.999878175667159,-0.350992042630148
32,220,7.060065,0.999878175653838,-0.35099218296651
32,220,7.0600675,0.999878175640526,-0.350992323304995
32,220,7.06007,0.999878175627223,-0.350992463645601
32,220,7.0600725,0.99987817561393,-0.350992603988329
32,220,7.060075,0.999878175600644,-0.35099274433318
32,220,7.0600775,0.999878175587368,-0.350992884680155
32,220,7.06008,0.999878175574101,-0.350993025029253
32,220,7.0600825,0.999878175560843,-0.350993165380475
32,220,7.060085,0.999878175547594,-0.350993305733822
32,220,7.0600875,0.999878175534353,-0.350993446089293
32,220,7.06009,0.999878175521122,-0.35099358644689
32,220,7.0600925,0.999878175507899,-0.350993726806613
32,220,7.060095,0.999878175494686,-0.350993867168462
32,220,7.0600975,0.999878175481481,-0.350994007532437
32,220,7.0601,0.999878175468286,-0.350994147898539
32,220,7.0601025,0.999878175455099,-0.350994288266769
32,220,7.060105,0.999878175441921,-0.350994428637126
32,220,7.0601075,0.999878175428752,-0.350994569009612
32,220,7.06011,0.999878175415592,-0.350994709384227
32,220,7.0601125,0.999878175402442,-0.35099484976097
32,220,7.060115,0.999878175389299,-0.350994990139843
32,220,7.0601175,0.999878175376166,-0.350995130520846
32,220,7.06012,0.999878175363042,-0.35099527090398
32,220,7.0601225,0.999878175349927,-0.350995411289244
32,220,7.060125,0.999878175336821,-0.350995551676639
32,220,7.0601275,0.999878175323724,-0.350995692066166
32,220,7.06013,0.999878175310636,-0.350995832457825
32,220,7.0601325,0.999878175297557,-0.350995972851616
32,220,7.060135,0.999878175284486,-0.35099611324754
32,220,7.0601375,0.999878175271425,-0.350996253645598
32,220,7.06014,0.999878175258373,-0.350996394045789
32,220,7.0601425,0.999878175245329,-0.350996534448115
32,220,7.060145,0.999878175232295,-0.350996674852575
32,220,7.0601475,0.99987817521927,-0.35099681525917
32,220,7.06015,0.999878175206253,-0.3509969556679
32,220,7.0601525,0.999878175193246,-0.350997096078766
32,220,7.060155,0.999878175180248,-0.350997236491769
32,220,7.0601575,0.999878175167258,-0.350997376906907
32,220,7.06016,0.999878175154278,-0.350997517324184
32,220,7.0601625,0.999878175141306,-0.350997657743597
32,220,7.060165,0.999878175128344,-0.350997798165149
32,220,7.0601675,0.99987817511539,-0.350997938588839
32,220,7.06017,0.999878175102446,-0.350998079014668
32,220,7.0601725,0.99987817508951,-0.350998219442636
32,220,7.060175,0.999878175076584,-0.350998359872743
32,220,7.0601775,0.999878175063666,-0.350998500304991
32,220,7.06018,0.999878175050758,-0.350998640739379
32,220,7.0601825,0.999878175037858,-0.350998781175908
32,220,7.060185,0.999878175024968,-0.350998921614578
32,220,7.0601875,0.999878175012086,-0.35099906205539
32,220,7.06019,0.999878174999214,-0.350999202498344
32,220,7.0601925,0.99987817498635,-0.350999342943441
32,220,7.060195,0.999878174973496,-0.350999483390681
32,220,7.0601975,0.999878174960651,-0.350999623840064
32,220,7.0602,0.999878174947814,-0.350999764291591
32,220,7.0602025,0.999878174934987,-0.350999904745262
32,220,7.060205,0.999878174922168,-0.351000045201078
32,220,7.0602075,0.999878174909359,-0.351000185659039
32,220,7.06021,0.999878174896559,-0.351000326119146
32,220,7.0602125,0.999878174883767,-0.351000466581399
32,220,7.060215,0.999878174870985,-0.351000607045798
32,220,7.0602175,0.999878174858212,-0.351000747512344
32,220,7.06022,0.999878174845447,-0.351000887981037
32,220,7.0602225,0.999878174832692,-0.351001028451878
32,220,7.060225,0.999878174819946,-0.351001168924867
32,220,7.0602275,0.999878174807209,-0.351001309400004
32,220,7.06023,0.999878174794481,-0.351001449877291
32,220,7.0602325,0.999878174781762,-0.351001590356727
